uk,ru,count
Гудима,Гудыма,2
Губський,Губский,2
Губкін,Губкин,2
Губерський,Губерский,2
Губарець,Губарец,2
Губар,Губарь,2
Грінченко,Гринченко,2
Грін,Грин,2
Грімм,Гримм,2
Гріг,Григ,2
Грушевський,Грушевский,2
Грунський,Грунский,2
Гротовський,Гротовский,2
Гротеволь,Гротеволя,2
Громико,Громыко,2
Гриневецький,Гриневецкий,2
Гризлова,Грызлова,2
Гризлов,Грызлов,2
Грибоєдова,Грибоедова,2
Грибоєдов,Грибоедов,2
Грем,Грэм,2
Греві,Греви,2
Грачова,Грачева,2
Грачов,Грачев,2
Грассі,Грасси,2
Грановський,Грановский,2
Грамші,Грамши,2
Грабовський,Грабовский,2
Грабовецький,Грабовецкий,2
Граб'янка,Грабъянка,2
Гошовський,Гошовский,2
Гоцці,Гоцци,2
Горін,Горин,2
Горяїнова,Горяинова,2
Горяїнов,Горяинов,2
Горчинський,Горчинский,2
Горський,Горский,2
Городецький,Городецкий,2
Горова,Горовая,2
Горецький,Горецкий,2
Гордійчук,Гордийчук,2
Гординський,Гординский,2
Горвиць,Горвиц,2
Горбулін,Горбулин,2
Горбовий,Горбовой,2
Горбачова,Горбачева,2
Горбачов,Горбачев,2
Горбачевський,Горбачевский,2
Гопкінс,Гопкинс,2
Голікова,Голикова,2
Голіков,Голиков,2
Голік,Голик,2
Гольдоні,Гольдони,2
Голубєва,Голубева,2
Голубєв,Голубев,2
Голубовський,Голубовский,2
Голубицький,Голубицкий,2
Голсуорсі,Голсуорси,2
Головіна,Головина,2
Головін,Головин,2
Головачова,Головачева,2
Головачов,Головачев,2
Головацький,Головацкий,2
Голицин,Голицын,2
Голдвін,Голдвин,2
Годовський,Годовский,2
Годвін,Годвин,2
Гогенлое,Гогенлоэ,2
Говорухін,Говорухин,2
Гоббс,Гоббса,2
Гніденко,Гниденко,2
Гнєденко,Гнеденко,2
Глінка,Глинка,2
Глібова,Глебова,2
Глібов,Глебов,2
Глух,Глох,2
Глазьєва,Глазьева,2
Глазьєв,Глазьев,2
Глазовий,Глазовой,2
Гладій,Гладий,2
Гладилін,Гладилин,2
Гжицький,Гжицкий,2
Гецько,Гецко,2
Гетьманчук,Гетманчук,2
Гетті,Гетти,2
Гершвіна,Гершвина,2
Гершвін,Гершвин,2
Геррік,Геррик,2
Геронімус,Геронимус,2
Герасим'юк,Герасимьюк,2
Георгіу-Деж,Георгиу-Деж,2
Гельдерлін,Гельдерлин,2
Гельвецій,Гельвеций,2
Гекслі,Гексли,2
Гейзенберґ,Гейзенберг,2
Гевелій,Гевелий,2
Гассенді,Гассенди,2
Гаспринський,Гаспринский,2
Гаспері,Гаспери,2
Гаріна,Гарина,2
Гарін,Гарин,2
Гарріман,Гарриман,2
Гаррік,Гаррик,2
Гаркалін,Гаркалин,2
Гардецький,Гардецкий,2
Гарасимів,Гарасимов,2
Гарасимович,Герасимович,2
Гансен,Хансен,2
Гамсахурдія,Гамсахурдия,2
Галіфакс,Галифакс,2
Галіндез,Галиндез,2
Галіль,Галиль,2
Галілей,Галилей,2
Галятовський,Галятовский,2
Гальчинський,Гальчинский,2
Гальвані,Гальвани,2
Галонен,Халонен,2
Галкіна,Галкина,2
Галкін,Галкин,2
Галинський,Галинский,2
Гайліс,Гайлис,2
Гайзенберґ,Гайзенберг,2
Гайдеггер,Хайдеггер,2
Гайдаєнко,Гайдаенко,2
Гайдаєва,Гайдаева,2
Гайдаєв,Гайдаев,2
Гайворонський,Гайворонский,2
Газзаєва,Газзаева,2
Газзаєв,Газзаев,2
Гагаріна,Гагарина,2
Гагарін,Гагарин,2
Гаврилів,Гаврилов,2
Гаврилець,Гаврилец,2
Габермас,Хабермас,2
Габбл,Хаббл,2
Віцин,Вицин,2
Вітюк,Витюк,2
Вітте,Витте,2
Вітс,Витс,2
Вітрук,Витрук,2
Вітриченко,Витриченко,2
Віторган,Виторган,2
Вітович,Витович,2
Вітенко,Витенко,2
Вірт,Вирт,2
Вірастюк,Вирастюк,2
Віньковатов,Виньковатов,2
Вінтон,Винтон,2
Вінтерберг,Винтерберг,2
Вінтер,Винтер,2
Вінокурова,Винокурова,2
Вінокуров,Винокуров,2
Вінклер,Винклер,2
Вінер,Винер,2
Вілья,Вилья,2
Вільтор,Вильтор,2
Вільсон,Вильсон,2
Вільпен,Вильпен,2
Вільнер,Вильнер,2
Вілкул,Вилкул,2
Віктюк,Виктюк,2
Вікторова,Викторова,2
Вікторов,Викторов,2
Віккерс,Виккерс,2
Війтович,Вийтович,2
Війон,Вийон,2
Візенталь,Визенталь,2
Візбор,Визбор,2
Віденов,Виденов,2
Вєтрова,Ветрова,2
Вєтров,Ветров,2
Вулфовіц,Вулфовиц,2
Вронський,Вронский,2
Врадій,Врадий,2
Воїнова,Воинова,2
Воїнов,Воинов,2
Вощевський,Вощевский,2
Вотсон,Уотсон,2
Воскресенський,Воскресенский,2
Ворхол,Уорхол,2
Воропаєва,Воропаева,2
Воропаєв,Воропаев,2
Вороніна,Воронина,2
Воронін,Воронин,2
Воронцовський,Воронцовский,2
Воровський,Воровский,2
Вольський,Вольский,2
Волчанський,Волчанский,2
Волтер,Уолтер,2
Волошинський,Волошинский,2
Володіна,Володина,2
Володін,Володин,2
Волконський,Волконский,2
Волковський,Волковский,2
Волковецький,Волковецкий,2
Волгін,Волгин,2
Вокер,Уокер,2
Войцеховський,Войцеховский,2
Войтила,Войтыла,2
Войнаровський,Войнаровский,2
Возіанова,Возианова,2
Возіанов,Возианов,2
Возницький,Возницкий,2
Вишневський,Вишневский,2
Вишиванюк,Вышиванюк,2
Вихристюк,Выхристюк,2
Вихристенко,Выхристенко,2
Витвицький,Витвицкий,2
Виноградський,Виноградский,2
Вижницький,Вижницкий,2
Ветлицький,Ветлицкий,2
Ветвицький,Ветвицкий,2
Веспуччі,Веспуччи,2
Веспасіан,Веспасиан,2
Вескі,Вески,2
Веселовський,Веселовский,2
Вершиніна,Вершинина,2
Вершинін,Вершинин,2
Вертинський,Вертинский,2
Вернадський,Вернадский,2
Верещагіна,Верещагина,2
Верещагін,Верещагин,2
Вергеліс,Вергелис,2
Вербицький,Вербицкий,2
Венізелос,Венизелос,2
Вентурі,Вентури,2
Венеціанова,Венецианова,2
Венеціанов,Венецианов,2
Венглинський,Венглинский,2
Вельбицький,Вельбицкий,2
Веллінгтон,Веллингтон,2
Величковський,Величковский,2
Ведернікова,Ведерникова,2
Ватутіна,Ватутина,2
Ватутін,Ватутин,2
Васильєва,Васильева,2
Васильєв,Васильев,2
Васильковський,Васильковский,2
Василевський,Василевский,2
Варшаломідзе,Варшаломидзе,2
Ванцетті,Ванцетти,2
Вандербілт,Вандербилт,2
Ван-Дейк,Ван-Дейк,2
Валтерс,Валтерса,2
Вайлд,Уайлд,2
Ваджпаї,Ваджпаи,2
Вавілова,Вавилова,2
Вавілов,Вавилов,2
В'ятрович,Вятрович,2
Бічер-Стоу,Бичер-Стоу,2
Бісмарк,Бисмарк,2
Бірюкова,Бирюкова,2
Бірюков,Бирюков,2
Бірюзов,Бирюзов,2
Бірс,Бирс,2
Бірон,Бирон,2
Біркавс,Биркавс,2
Більдт,Бильдт,2
Білоус,Белоус,2
Біловол,Биловол,2
Білай,Билай,2
Бійя,Бийя,2
Бізе,Бизе,2
Бідструп,Бидструп,2
Біба,Биба,2
Бєскова,Бескова,2
Бєсков,Бесков,2
Бєлякова,Белякова,2
Бєляков,Беляков,2
Бєлова,Белова,2
Бєлов,Белов,2
Бухарін,Бухарин,2
Бутурліна,Бутурлина,2
Бутурлін,Бутурлин,2
Буткявічюс,Буткявичюс,2
Бутефліка,Бутефлика,2
Бургіба,Бургиба,2
Буніна,Бунина,2
Бунін,Бунин,2
Бунюель,Бунюэль,2
Бунневік,Бунневик,2
Бульба-Боровець,Бульба-Боровец,2
Булига,Булыга,2
Булганіна,Булганина,2
Булганін,Булганин,2
Булатецький,Булатецкий,2
Булавіна,Булавина,2
Булавін,Булавин,2
Букін,Букин,2
Букринський,Букринский,2
Буйницький,Буйницкий,2
Бузоні,Бузони,2
Бударін,Бударин,2
Бугаєва,Бугаева,2
Бугаєв,Бугаев,2
Бубнова,Бубновая,2
Бріан,Бриан,2
Брюховецький,Брюховецкий,2
Бруєвич,Бруевич,2
Брусиловський,Брусиловский,2
Брусиловська,Брусиловска,2
Брунеллескі,Брунеллески,2
Брукфілд,Брукфилд,2
Бронєвой,Броневой,2
Бродський,Бродский,2
Бровкін,Бровкин,2
Бризгалова,Брызгалова,2
Бризгалов,Брызгалов,2
Бренсон,Брэнсон,2
Брежнєва,Брежнева,2
Брежнєв,Брежнев,2
Брагіна,Брагина,2
Брагін,Брагин,2
Боєр,Боер,2
Боткін,Боткин,2
Бортнянський,Бортнянский,2
Борозенець,Борозенец,2
Бородін,Бородин,2
Бонч-Бруєвич,Бонч-Бруевич,2
Болівар,Боливар,2
Болдуїн,Болдуин,2
Болдирева,Болдырева,2
Болдирев,Болдырев,2
Болдвін,Болдвин,2
Бойль,Бойл,2
Богуцький,Богуцкий,2
Богунський,Богунский,2
Богославський,Богославский,2
Богаєнко,Богаенко,2
Богачова,Богачева,2
Богачов,Богачев,2
Богачевський,Богачевский,2
Богатікова,Богатикова,2
Богатіков,Богатиков,2
Бовін,Бовин,2
Боброва,Бобровая,2
Бобринський,Бобринский,2
Блінова,Блинова,2
Блінов,Блинов,2
Блумфілд,Блумфилд,2
Блохін,Блохин,2
Блетчлі,Блетчли,2
Блер,Блэр,2
Блас-Рока,Блас Рока,2
Бичко,Бычко,2
Бистрякова,Быстрякова,2
Бистряков,Быстряков,2
Бикова,Быкова,2
Биков,Быков,2
Бжезинський,Бжезинский,2
Бехтерєва,Бехтерева,2
Бехтерєв,Бехтерев,2
Бессінджер,Бессинджер,2
Беспалий,Беспалый,2
Берія,Берия,2
Беріша,Бериша,2
Берінг,Беринг,2
Берліоз,Берлиоз,2
Берлинський,Берлинский,2
Беретті,Беретти,2
Березинець,Березинец,2
Бердяєва,Бердяева,2
Бердяєв,Бердяев,2
Бердимухаммедова,Бердымухаммедова,2
Бердимухаммедов,Бердымухаммедов,2
Бердимухамедова,Бердымухамедова,2
Бердимухамедов,Бердымухамедов,2
Беннігсен,Беннигсен,2
Бенкс,Бэнкс,2
Бен-Гуріон,Бен-Гурион,2
Беляєва,Беляева,2
Беляєв,Беляев,2
Беллінсгаузен,Беллинсгаузен,2
Бекхем,Бекхэм,2
Беккенбауер,Беккенбауэр,2
Бекешкіна,Бекешкина,2
Бейліс,Бейлис,2
Безуглий,Безуглый,2
Безугла,Безуглая,2
Безсонова,Бессонова,2
Безсонов,Бессонов,2
Безп'ятчук,Безпятчук,2
Бевін,Бевин,2
Бахарєва,Бахарева,2
Бахарєв,Бахарев,2
Бауер,Бауэр,2
Батуріна,Батурина,2
Батурін,Батурин,2
Баторій,Баторий,2
Баталова,Баталовая,2
Басова,Басовая,2
Баскервіль,Баскервиль,2
Басаєва,Басаева,2
Басаєв,Басаев,2
Бартенєва,Бартенева,2
Бартенєв,Бартенев,2
Барський,Барский,2
Барвіненко,Барвиненко,2
Барановський,Барановский,2
Балакірева,Балакирева,2
Балакіна,Балакина,2
Балакін,Балакин,2
Балаклицький,Балаклицкий,2
Балабуєва,Балабуева,2
Балабуєв,Балабуев,2
Бакірова,Бакирова,2
Бакіров,Бакиров,2
Бакштаєв,Бакштаев,2
Бакунін,Бакунин,2
Бакуліна,Бакулина,2
Бакулін,Бакулин,2
Бакаєва,Бакаева,2
Бакаєв,Бакаев,2
Бакатін,Бакатин,2
Бакалін,Бакалин,2
Байєр,Байер,2
Базилевський,Базилевский,2
Бадоєва,Бадоева,2
Бадоєв,Бадоев,2
Багірова,Багирова,2
Багіров,Багиров,2
Багрова,Багровая,2
Багрицький,Багрицкий,2
Багратіон,Багратион,2
Бабійчук,Бабийчук,2
Бабушкіна,Бабушкина,2
Бабушкін,Бабушкин,2
Бабуріна,Бабурина,2
Бабурін,Бабурин,2
Бабочкін,Бабочкин,2
Бабкіна,Бабкина,2
Бабкін,Бабкин,2
Бабаєва,Бабаева,2
Бабаєв,Бабаев,2
Бабаскін,Бабаскин,2
Б'юкенен,Бьюкенен,2
Аїстов,Аистов,2
Аїлтон,Аилтон,2
Ахметелі,Ахметели,2
Ахмадінежад,Ахмадинежад,2
Ахмадінеджад,Ахмадинеджад,2
Афанасьєва,Афанасьева,2
Афанасьєв,Афанасьев,2
Ауезов,Ауэзов,2
Аткінсон,Аткинсон,2
Атамбаєва,Атамбаева,2
Атамбаєв,Атамбаев,2
Асквіт,Асквит,2
Аріосто,Ариосто,2
Арцибашева,Арцыбашева,2
Артоболевський,Артоболевский,2
Артемовський,Артемовский,2
Артемовська,Артемовска,2
Арсеньєва,Арсеньева,2
Арсеньєв,Арсеньев,2
Арсентьєва,Арсентьева,2
Арсентьєв,Арсентьев,2
Аретіно,Аретино,2
Аргезі,Аргези,2
Арбенін,Арбенин,2
Аракчеєва,Аракчеева,2
Аракчеєв,Аракчеев,2
Апраксін,Апраксин,2
Аполінер,Аполинер,2
Аполлінер,Аполлинер,2
Аніщенко,Анищенко,2
Анісимова,Анисимова,2
Анісимов,Анисимов,2
Антонів,Антонов,2
Антонич,Антоныч,2
Ансіп,Ансип,2
Анпілова,Анпилова,2
Анпілов,Анпилов,2
Анненський,Анненский,2
Андріюк,Андриюк,2
Андрійчук,Андрийчук,2
Андрійченко,Андрейченко,2
Андрійчак,Андрийчак,2
Андріанова,Андрианова,2
Андріанов,Андрианов,2
Андрухів,Андрухив,2
Андреєва,Андреева,2
Андреєв,Андреев,2
Андрейків,Андрейкив,2
Андраші,Андраши,2
Анатичук,Анатычук,2
Аматі,Амати,2
Алістратов,Алистратов,2
Алімова,Алимова,2
Алімов,Алимов,2
Алізаде,Ализаде,2
Алксніс,Алкснис,2
Алимова,Алымова,2
Алимов,Алымов,2
Алексійчук,Алексейчук,2
Акімова,Акимова,2
Акімов,Акимов,2
Акунін,Акунин,2
Аксентійчук,Аксентийчук,2
Акаєва,Акаева,2
Акаєв,Акаев,2
Айвазовський,Айвазовский,2
Азімов,Азимов,2
Адомайтіс,Адомайтис,2
Адлінгтон,Адлингтон,2
Аденауер,Аденауэр,2
Адамець,Адамец,2
Агеєва,Агеева,2
Агеєв,Агеев,2
Агассі,Агасси,2
Авіценна,Авиценна,2
Аверін,Аверин,2
Авенаріус,Авенариус,2
Абромавічус,Абромавичус,2
Абрикосова,Абрикосовая,2
Абрамовіч,Абрамович,2
Абдуліна,Абдулина,2
Абдулін,Абдулин,2
Їжакевич,Ижакевич,2
Іщенко,Ищенко,2
Іствуд,Иствуд,2
Іскандер,Искандер,2
Ісиченко,Исиченко,2
Ісаченко,Исаченко,2
Ісакович,Исакович,2
Ісакова,Исакова,2
Ісаков,Исаков,2
Ісаакян,Исаакян,2
Ірчан,Ирчан,2
Іпатов,Ипатов,2
Іненю,Иненю,2
Ілюмжинова,Илюмжинова,2
Ілюмжинов,Илюмжинов,2
Ільчук,Ильчук,2
Ільчишин,Ильчишин,2
Ільченко,Ильченко,2
Ільвес,Ильвес,2
Ілащук,Илащук,2
Ізотова,Изотова,2
Ізотов,Изотов,2
Ізмайлова,Измайлова,2
Ізмайлов,Измайлов,2
Ізетбегович,Изетбегович,2
Іден,Иден,2
Ідахор,Идахор,2
Ігнащенко,Игнащенко,2
Ігнатова,Игнатова,2
Ігнатов,Игнатов,2
Ігнатенко,Игнатенко,2
Івченко,Ивченко,2
Іващук,Иващук,2
Іващенко,Иващенко,2
Івашова,Ивашова,2
Івашов,Ивашов,2
Івашко,Ивашко,2
Івашкевич,Ивашкевич,2
Івахно,Ивахно,2
Івахненко,Ивахненко,2
Івах,Ивах,2
Івасюк,Ивасюк,2
Івасишин,Ивасишин,2
Івасенко,Ивасенко,2
Іванющенко,Иванющенко,2
Іванюта,Иванюта,2
Іванюк,Иванюк,2
Іванчук,Иванчук,2
Іванченко,Иванченко,2
Іваночко,Иваночко,2
Іванова,Иванова,2
Іванов,Иванов,2
Іванишин,Иванишин,2
Іванина,Иванина,2
Іваник,Иваник,2
Іваненко,Иваненко,2
Ібсен,Ибсен,2
Ібарра,Ибарра,2
Єханурова,Еханурова,2
Єхануров,Ехануров,2
Єфремова,Ефремова,2
Єфремов,Ефремов,2
Єфременко,Ефременко,2
Єфимович,Ефимович,2
Єфимова,Ефимова,2
Єфимов,Ефимов,2
Єфименко,Ефименко,2
Єськова,Еськова,2
Єськов,Еськов,2
Єсипчук,Есипчук,2
Єсаулова,Есаулова,2
Єсаулов,Есаулов,2
Єршова,Ершова,2
Єршов,Ершов,2
Єрмолова,Ермолова,2
Єрмолов,Ермолов,2
Єрмоленко,Ермоленко,2
Єрмилова,Ермилова,2
Єрмилов,Ермилов,2
Єрмакова,Ермакова,2
Єрмаков,Ермаков,2
Єрмак,Ермак,2
Єременко,Еременко,2
Єнсен,Енсен,2
Ємельянова,Емельянова,2
Ємельянов,Емельянов,2
Єльченко,Ельченко,2
Єльцова,Ельцова,2
Єльцов,Ельцов,2
Єльцин,Ельцин,2
Єжова,Ежова,2
Єжов,Ежов,2
Єжель,Ежель,2
Єгорова,Егорова,2
Єгоров,Егоров,2
Євченко,Евченко,2
Євтушок,Евтушок,2
Євтушенко,Евтушенко,2
Євтух,Евтух,2
Євдокимова,Евдокимова,2
Євдокимов,Евдокимов,2
Євдокименко,Евдокименко,2
Євграфова,Евграфова,2
Євграфов,Евграфов,2
Ґалілей,Галилей,2
Яшвілі,Яшвили,2
Ясенок,Ясень,2
Ярошинська,Ярошинская,2
Яновська,Яновская,2
Якубовська,Якубовская,2
Яворівський,Яворивский,2
Явлінський,Явлинский,2
Яблонська,Яблонская,2
Щоголів,Щеголев,2
Щоголєв,Щеголев,2
Щирська,Щирская,2
Щербаківський,Щербаковский,2
Шумська,Шумская,2
Шуйська,Шуйская,2
Штайнмаєр,Штайнмайер,2
Шрьодер,Шредер,2
Шмельова,Шмелева,2
Шмельов,Шмелев,2
Шлютер,Шлютером,2
Шингарьова,Шингарева,2
Шиманська,Шиманская,2
Шимановська,Шимановская,2
Шидловська,Шидловская,2
Шептицька,Шептицкая,2
Шевельова,Шевелева,2
Шевельов,Шевелев,2
Чехівський,Чеховский,2
Чернявська,Чернявская,2
Черномирдін,Черномырдин,2
Чернишевський,Чернышевский,2
Червинська,Червинская,2
Чекмарьова,Чекмарева,2
Чекмарьов,Чекмарев,2
Чеботарьова,Чеботарева,2
Чеботарьов,Чеботарев,2
Чаплинська,Чаплинская,2
Чайківський,Чайковский,2
Ціолковський,Циолковский,2
Цімошевич,Чимошевич,2
Цимбалар,Цымбаларь,2
Цибульський,Цыбульский,2
Цибульська,Цибульская,2
Цзіньпін,Цзиньпин,2
Цземінь,Цзэминь,2
Цертелєв,Цертелева,2
Цвінглі,Цвингли,2
Цвєтаєва,Цветаева,2
Цвєтаєв,Цветаев,2
Царьова,Царева,2
Царьов,Царев,2
Хідекелі,Хидекели,2
Хрустальова,Хрусталева,2
Хрустальов,Хрусталев,2
Храповицька,Храповицкая,2
Хостікоєва,Хостикоева,2
Хостікоєв,Хостикоев,2
Хоружинська,Хоружинская,2
Хованська,Хованская,2
Хмелевська,Хмелевская,2
Хилинська,Хилинская,2
Хемінгуей,Хемингуэй,2
Хаєцький,Хаецкий,2
Харірі,Харири,2
Фірдоусі,Фирдоуси,2
Фінагін,Финагин,2
Філіпчук,Филипчук,2
Філіппова,Филиппова,2
Філіппов,Филиппов,2
Філіппенко,Филиппенко,2
Філіпенко,Филипенко,2
Філімонова,Филимонова,2
Філімонов,Филимонов,2
Філідор,Филидор,2
Філик,Филык,2
Філик,Филик,1
Фібоначчі,Фибоначчи,2
Фонвізіна,Фонвизина,2
Фонвізін,Фонвизин,2
Федосєєва,Федосеева,2
Федосєєв,Федосеев,2
Федоровська,Федоровская,2
Фадєєва,Фадеева,2
Фадєєв,Фадеев,2
Уфуе-Буаньї,Уфуэ-Буаньи,2
Утьосова,Утесова,2
Утьосов,Утесов,2
Урицька,Урицкая,2
Тігіпко,Тигипко,2
Тьєррі,Тьерри,2
Турчинська,Турчинская,2
Тумановська,Тумановская,2
Туган-Барановська,Туган-Барановская,2
Трухільйо,Трухильо,2
Трублаїні,Трублаини,2
Трояновська,Трояновская,2
Тропінін,Тропинин,2
Тоцька,Тоцкая,2
Торічеллі,Торичелли,2
Томашівський,Томашевский,2
Томашевська,Томашевская,2
Тодосієнко,Тодосиенко,2
Тимірязєва,Тимирязева,2
Тимофєєва,Тимофеева,2
Тимофєєв,Тимофеев,2
Тимків,Тымкив,2
Тертичний,Тертычный,2
Тертичний,Тертышный,1
Тертична,Тертычная,2
Тертична,Тертышная,1
Теплицька,Теплицкая,2
Тедєєва,Тедеева,2
Тедєєв,Тедеев,2
Тарновська,Тарновская,2
Тарнавська,Тарнавская,2
Тализіна,Талызина,2
Сісмонді,Сисмонди,2
Сілкін,Силкин,2
Сікорський,Сикорский,2
Сібеліус,Сибелиус,2
Сєраковський,Сераковский,2
Сєдих,Седых,2
Стігліц,Стиглиц,2
Стравінський,Стравинский,2
Стоцька,Стоцкая,2
Столєтова,Столетова,2
Столипіна,Столыпина,2
Столипін,Столыпин,2
Степанковська,Степанковская,2
Стаховська,Стаховская,2
Станіславський,Станиславский,2
Станишевська,Станишевская,2
Ставицька,Ставицкая,2
Спірін,Спирин,2
Сомаре,Сомаре,2
Соловйова,Соловьева,2
Соловйов,Соловьев,2
Солженіцин,Солженицын,2
Собєський,Собеский,2
Смолинська,Смолинская,2
Слуцька,Слуцкая,2
Слободян,Слободян,2
Сливинська,Сливинская,2
Славинська,Славинская,2
Слабошпицька,Слабошпицкая,2
Скіпальський,Скипальский,2
Скуратівський,Скуратовский,2
Скоропадська,Скоропадская,2
Скліфосовський,Склифосовский,2
Склодовська,Склодовская,2
Сироїд,Сыроед,2
Сергієнко,Сергиенко,2
Сергєєва,Сергеева,2
Сергєєв,Сергеев,2
Сербенська,Сербенская,2
Селінджер,Сэлинджер,2
Селезньова,Селезнева,2
Селезньов,Селезнев,2
Світлицький,Светлицкий,2
Сафіулліна,Сафиуллина,2
Сафіуллін,Сафиуллин,2
Саріуш-Вольський,Сариуш-Вольский,2
Садовська,Садовская,2
Садирін,Садырин,2
Савицька,Савицкая,2
Рудковська,Рудковская,2
Рубльова,Рублева,2
Рубльов,Рублев,2
Романовська,Романовская,2
Розумовський,Разумовский,2
Робесп'єр,Робеспьер,2
Рильський,Рыльский,2
Рибчинський,Рыбчинский,2
Рибкіна,Рыбкина,2
Рибкін,Рыбкин,2
Рибалкін,Рыбалкин,2
Редкліфф,Рэдклифф,2
Раєвський,Раевский,2
Раневська,Раневская,2
Раковська,Раковская,2
Разумовська,Разумовская,2
Разорьонова,Разоренова,2
Разорьонов,Разоренов,2
Радзивіл,Радзивил,2
Радецька,Радецкая,2
Піпін,Пипин,2
Піонтковський,Пионтковский,2
Пілсудський,Пилсудский,2
Підсуха,Пидсуха,2
Підоплічко,Пидопличко,2
Підмогильний,Подмогильный,2
Підлуцький,Подлуцкий,2
Піддубний,Поддубный,2
Підгорський,Подгорский,2
Підгорний,Подгорный,2
Підгорна,Подгорная,2
Підгорецький,Подгорецкий,2
Підгайний,Подгайный,2
Пєшковський,Пешковский,2
Пєчкін,Печкин,2
Пєрацький,Перацкий,2
Прокоф'єва,Прокофьева,2
Прокоф'єв,Прокофьев,2
Прокопович,Прокопович,2
Преображенська,Преображенская,2
Потєхін,Потехин,2
Потоцька,Потоцкая,2
Пономарьова,Пономарева,2
Пономарьов,Пономарев,2
Політковський,Политковский,2
Полянська,Полянская,2
Полторацька,Полторацкая,2
Полонська-Василенко,Полонская-Василенко,2
Подерв'янський,Подервянский,2
Пліній,Плиний,2
Писаревська,Писаревская,2
Пироговська,Пироговская,2
Петьовка,Петевка,2
Петрівський,Петровский,2
Перовська,Перовская,2
Пелетмінський,Пелетминский,2
Парфьонова,Парфенова,2
Парфьонов,Парфенов,2
Папієва,Папиева,2
Папієв,Папиев,2
Паніковський,Паниковский,2
Палієнко,Палиенко,2
Павловська,Павловская,2
П'яццолла,Пьяццолла,2
П'ятницький,Пятницкий,2
Островська,Островская,2
Оссолінський,Оссолинский,2
Осинська,Осинская,2
Осецька,Осецкая,2
Орсіні,Орсини,2
Орвелл,Оруэлл,2
Опільський,Опольский,2
Опільський,Опильский,1
Онєгін,Онегин,2
Онопрієнко,Оноприенко,2
Омельницька,Омельницкая,2
Ольшанська,Ольшанская,2
Ольбрихський,Ольбрыхский,2
Окіпна,Окипная,2
Окуневська,Окуневская,2
Одоєвський,Одоевский,2
Огієнко,Огиенко,2
Огінський,Огинский,2
Огарьова,Огарева,2
Огарьов,Огарев,2
Овсієнко,Овсиенко,2
Овсієнко,Овсеенко,1
Овдієнко,Овдиенко,2
Овдієнко,Овдеенко,1
Ніщинський,Нищинский,2
Німіц,Нимиц,2
Нікіфорова,Никифорова,2
Нікіфоров,Никифоров,2
Нікітенко,Никитенко,2
Нікуліна,Никулина,2
Нікулін,Никулин,2
Ніколіч,Николич,2
Нікольський,Никольский,2
Ніколаєнко,Николаенко,2
Ніколаєва,Николаева,2
Ніколаєв,Николаев,2
Ніковський,Никовский,2
Нурієва,Нуриева,2
Нурієв,Нуриев,2
Ногаїделі,Ногаидели,2
Новаківський,Новаковский,2
Нефьодова,Нефедова,2
Нефьодов,Нефедов,2
Ненні,Нэнни,2
Нейолова,Неелова,2
Нейолов,Неелов,2
Набієва,Набиева,2
Набієв,Набиев,2
Мічуріна,Мичурина,2
Мічурін,Мичурин,2
Міхнік,Михник,2
Міхновський,Михновский,2
Мірошніченко,Мирошниченко,2
Мінін,Минин,2
Мілінкевич,Милинкевич,2
Мілевський,Милевский,2
Міккі-Маус,Микки-Маус,2
Мізін,Мизин,2
Мусієнко,Мусиенко,2
Муравйова,Муравьева,2
Муравйов,Муравьев,2
Мочульська,Мочульская,2
Мосієнко,Мосиенко,2
Мосціцький,Мосцицкий,2
Мокрієва,Мокриева,2
Мокрієв,Мокриев,2
Мойсеєнко,Моисеенко,2
Мойсеєнко,Мойсеенко,1
Можаровська,Можаровская,2
Можайська,Можайск,2
Могильова,Могилева,2
Могильов,Могилев,2
Могилевська,Могилевская,2
Многогрішний,Многогрешный,2
Митницька,Митницкая,2
Милославська,Милославская,2
Меєр,Мейер,2
Менсфілд,Мэнсфилд,2
Меннінг,Мэннинг,2
Медісон,Мэдисон,2
Медвєдєва,Медведева,2
Медвєдєв,Медведев,2
Маєвський,Маевский,2
Маяцька,Маяцкая,2
Маяковська,Маяковская,2
Мацієвич,Мациевич,2
Матикін,Матыкин,2
Матвієнко,Матвиенко,2
Матвєєва,Матвеева,2
Матвєєв,Матвеев,2
Масловська,Масловская,2
Масалієв,Масалиев,2
Марініна,Маринина,2
Марінетті,Маринетти,2
Мартинець,Мартынец,2
Мануїльський,Мануильский,2
Малінін,Малинин,2
Малєєва,Малеева,2
Малєєв,Малеев,2
Мальдіні,Мальдини,2
Малофєєва,Малофеева,2
Малофєєв,Малофеев,2
Малицька,Малицкая,2
Малиновська,Малиновская,2
Максиміліан,Максимилиан,2
Маковська,Маковская,2
Маковецька,Маковецкая,2
Мак-Кінлі,Мак-Кинли,2
Майданська,Майданская,2
Ліховий,Лиховой,2
Ліхачова,Лихачева,2
Ліхачов,Лихачев,2
Лістьєва,Листьева,2
Лістьєв,Листьев,2
Лінецький,Линецкий,2
Лівінгстоун,Ливингстоун,2
Лівінгстон,Ливингстон,2
Лівшиць,Лившиц,2
Лібіх,Либих,2
Люм'єр,Люмьер,2
Любомирська,Любомирская,2
Лучинська,Лучинская,2
Луковська,Луковская,2
Лубківський,Лубкивский,2
Лубківський,Лубковский,1
